plasma_source,material,nozzle,thickness,gauge,cut_height,pierce_height,pierce_delay,current,feed,volts,kerf_width,metric,quality
Powermax 65 SYNC,Mild Steel,FineCut,,0.8 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.023622047,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,1 mm,0.137795276,0.137795276,0,40,350,90,0.023622047,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,1.5 mm,0.137795276,0.137795276,0.2,45,257.8740157,88,0.019685039,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,2 mm,0.137795276,0.137795276,0.3,45,207.0866142,88,0.019685039,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,3 mm,0.137795276,0.137795276,0.4,45,108.2677165,90,0.031496063,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,4 mm,0.137795276,0.137795276,0.6,45,88.58267717,88,0.031496063,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0179,26GA,0.14,0.14,0,30,150,98,0.042,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0239,24GA,0.14,0.14,0,30,150,97,0.039,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0239,22GA,0.14,0.14,0,35,150,95,0.04,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0359,20GA,0.14,0.14,0,35,150,95,0.038,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0478,18GA,0.14,0.14,0.1,35,150,94,0.035,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0598,16GA,0.14,0.14,0.2,40,150,94,0.038,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0747,14GA,0.14,0.14,0.3,40,90,93,0.042,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.1046,12GA,0.14,0.14,0.4,45,115,91,0.032,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.1345,10GA,0.14,0.14,0.5,45,100,89,0.031,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0179,26GA,0.14,0.14,0,40,350,90,0.033,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0239,24GA,0.14,0.14,0,40,350,90,0.032,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0239,22GA,0.14,0.14,0,40,350,90,0.026,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0359,20GA,0.14,0.14,0,40,350,90,0.024,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0478,18GA,0.14,0.14,0.1,45,350,89,0.02,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0598,16GA,0.14,0.14,0.2,45,250,88,0.021,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0747,14GA,0.14,0.14,0.3,45,220,88,0.021,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.1046,12GA,0.14,0.14,0.4,45,115,91,0.032,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.1345,10GA,0.14,0.14,0.5,45,100,89,0.031,0,Production
Powermax 85 SYNC,Mild Steel,FineCut,,0.5 mm,0.137795276,0.137795276,0,30,149.6062992,98,0.039370079,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,0.6 mm,0.137795276,0.137795276,0,30,149.6062992,97,0.039370079,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,0.8 mm,0.137795276,0.137795276,0,35,149.6062992,95,0.039370079,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,1 mm,0.137795276,0.137795276,0,35,149.6062992,95,0.035433071,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,1.5 mm,0.137795276,0.137795276,0.2,40,149.6062992,94,0.039370079,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,2 mm,0.137795276,0.137795276,0.3,40,93.30708661,93,0.043307087,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,3 mm,0.137795276,0.137795276,0.4,45,108.2677165,90,0.031496063,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,4 mm,0.137795276,0.137795276,0.6,45,88.58267717,88,0.031496063,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,0.5 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.031496063,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,0.6 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.031496063,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,0.8 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.023622047,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,1 mm,0.137795276,0.137795276,0,40,350,90,0.023622047,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,1.5 mm,0.137795276,0.137795276,0.2,45,257.8740157,88,0.019685039,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,2 mm,0.137795276,0.137795276,0.3,45,207.0866142,88,0.019685039,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,3 mm,0.137795276,0.137795276,0.4,45,108.2677165,90,0.031496063,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,4 mm,0.137795276,0.137795276,0.6,45,88.58267717,88,0.031496063,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,0.0179,26GA,0.14,0.14,0,30,150,98,0.042,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0239,24GA,0.14,0.14,0,30,150,97,0.039,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0239,22GA,0.14,0.14,0,35,150,95,0.04,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0359,20GA,0.14,0.14,0,35,150,95,0.038,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0478,18GA,0.14,0.14,0.1,35,150,94,0.035,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0598,16GA,0.14,0.14,0.2,40,150,94,0.038,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0747,14GA,0.14,0.14,0.3,40,90,93,0.042,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.1046,12GA,0.14,0.14,0.4,45,115,91,0.032,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.1345,10GA,0.14,0.14,0.5,45,100,89,0.031,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0179,26GA,0.14,0.14,0,40,350,90,0.033,0,Production
Powermax 85 SYNC,Mild Steel,FineCut,0.0239,24GA,0.14,0.14,0,40,350,90,0.032,0,Production
Powermax 85 SYNC,Mild Steel,FineCut,0.0239,22GA,0.14,0.14,0,40,350,90,0.026,0,Production
Powermax 85 SYNC,Mild Steel,FineCut,0.0359,20GA,0.14,0.14,0,40,350,90,0.024,0,Production
Powermax 85 SYNC,Mild Steel,FineCut,0.0478,18GA,0.14,0.14,0.1,45,350,89,0.02,0,Production
Powermax 85 SYNC,Mild Steel,FineCut,0.0598,16GA,0.14,0.14,0.2,45,250,88,0.021,0,Production
Powermax 85 SYNC,Mild Steel,FineCut,0.0747,14GA,0.14,0.14,0.3,45,220,88,0.021,0,Production
Powermax 85 SYNC,Mild Steel,FineCut,0.1046,12GA,0.14,0.14,0.4,45,115,91,0.032,0,Production
Powermax 85 SYNC,Mild Steel,FineCut,0.1345,10GA,0.14,0.14,0.5,45,100,89,0.031,0,Production
Powermax 105 SYNC,Mild Steel,FineCut,,0.5 mm,0.137795276,0.137795276,0,30,149.6062992,98,0.039370079,1,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,,0.6 mm,0.137795276,0.137795276,0,30,149.6062992,97,0.039370079,1,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,,0.8 mm,0.137795276,0.137795276,0,35,149.6062992,95,0.039370079,1,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,,1 mm,0.137795276,0.137795276,0,35,149.6062992,95,0.035433071,1,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,,1.5 mm,0.137795276,0.137795276,0.2,40,149.6062992,94,0.039370079,1,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,,2 mm,0.137795276,0.137795276,0.3,40,93.30708661,93,0.043307087,1,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,,3 mm,0.137795276,0.137795276,0.4,45,108.2677165,90,0.031496063,1,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,,4 mm,0.137795276,0.137795276,0.6,45,88.58267717,88,0.031496063,1,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,,0.5 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.031496063,1,Production
Powermax 105 SYNC,Mild Steel,FineCut,,0.6 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.031496063,1,Production
Powermax 105 SYNC,Mild Steel,FineCut,,0.8 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.023622047,1,Production
Powermax 105 SYNC,Mild Steel,FineCut,,1 mm,0.137795276,0.137795276,0,40,350,90,0.023622047,1,Production
Powermax 105 SYNC,Mild Steel,FineCut,,1.5 mm,0.137795276,0.137795276,0.2,45,257.8740157,88,0.019685039,1,Production
Powermax 105 SYNC,Mild Steel,FineCut,,2 mm,0.137795276,0.137795276,0.3,45,207.0866142,88,0.019685039,1,Production
Powermax 105 SYNC,Mild Steel,FineCut,,3 mm,0.137795276,0.137795276,0.4,45,108.2677165,90,0.031496063,1,Production
Powermax 105 SYNC,Mild Steel,FineCut,,4 mm,0.137795276,0.137795276,0.6,45,88.58267717,88,0.031496063,1,Production
Powermax 105 SYNC,Mild Steel,FineCut,0.0179,26GA,0.14,0.14,0,30,150,98,0.042,0,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,0.0239,24GA,0.14,0.14,0,30,150,97,0.039,0,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,0.0239,22GA,0.14,0.14,0,35,150,95,0.04,0,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,0.0359,20GA,0.14,0.14,0,35,150,95,0.038,0,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,0.0478,18GA,0.14,0.14,0.1,35,150,94,0.035,0,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,0.0598,16GA,0.14,0.14,0.2,40,150,94,0.038,0,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,0.0747,14GA,0.14,0.14,0.3,40,90,93,0.042,0,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,0.1046,12GA,0.14,0.14,0.4,45,115,91,0.032,0,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,0.1345,10GA,0.14,0.14,0.5,45,100,89,0.031,0,High Quality
Powermax 105 SYNC,Mild Steel,FineCut,0.0179,26GA,0.14,0.14,0,40,350,90,0.033,0,Production
Powermax 105 SYNC,Mild Steel,FineCut,0.0239,24GA,0.14,0.14,0,40,350,90,0.032,0,Production
Powermax 105 SYNC,Mild Steel,FineCut,0.0239,22GA,0.14,0.14,0,40,350,90,0.026,0,Production
Powermax 105 SYNC,Mild Steel,FineCut,0.0359,20GA,0.14,0.14,0,40,350,90,0.024,0,Production
Powermax 105 SYNC,Mild Steel,FineCut,0.0478,18GA,0.14,0.14,0.1,45,350,89,0.02,0,Production
Powermax 105 SYNC,Mild Steel,FineCut,0.0598,16GA,0.14,0.14,0.2,45,250,88,0.021,0,Production
Powermax 105 SYNC,Mild Steel,FineCut,0.0747,14GA,0.14,0.14,0.3,45,220,88,0.021,0,Production
Powermax 105 SYNC,Mild Steel,FineCut,0.1046,12GA,0.14,0.14,0.4,45,115,91,0.032,0,Production
Powermax 105 SYNC,Mild Steel,FineCut,0.1345,10GA,0.14,0.14,0.5,45,100,89,0.031,0,Production
Powermax 105 SYNC,Aluminum,Standard,,"1/4""",0.125,0.25,0.5,105,265,146,0.093,0,Production
Powermax 105 SYNC,Aluminum,Standard,,"3/8""",0.125,0.25,0.8,105,136,148,0.096,0,Production
Powermax 105 SYNC,Aluminum,Standard,,"1/2""",0.125,0.25,1,105,91,150,0.098,0,Production
Powermax 105 SYNC,Aluminum,Standard,,"5/8""",0.125,0.25,1,105,66,153,0.1,0,Production
Powermax 105 SYNC,Aluminum,Standard,,"3/4""",0.125,0.25,1.3,105,50,156,0.102,0,Production
Powermax 105 SYNC,Aluminum,Standard,,"7/8""",0.125,0,0,105,40,159,0.105,0,Production
Powermax 105 SYNC,Aluminum,Standard,,"1""",0.125,0,0,105,31,163,0.109,0,Production
Powermax 105 SYNC,Aluminum,Standard,,"1-1/8""",0.125,0,0,105,24,167,0.114,0,Production
Powermax 105 SYNC,Aluminum,Standard,,"1-1/4""",0.125,0,0,105,20,170,0.122,0,Production
Powermax 105 SYNC,Aluminum,Standard,,"1/4""",0.125,0.25,0.5,105,223,146,0.093,0,High Quality
Powermax 105 SYNC,Aluminum,Standard,,"3/8""",0.125,0.25,0.8,105,110,149,0.096,0,High Quality
Powermax 105 SYNC,Aluminum,Standard,,"1/2""",0.125,0.25,1,105,70,152,0.098,0,High Quality
Powermax 105 SYNC,Aluminum,Standard,,"5/8""",0.125,0.25,1,105,52,155,0.1,0,High Quality
Powermax 105 SYNC,Aluminum,Standard,,"3/4""",0.125,0.25,1.3,105,43,159,0.102,0,High Quality
Powermax 105 SYNC,Aluminum,Standard,,"7/8""",0.125,0,0,105,34,162,0.105,0,High Quality
Powermax 105 SYNC,Aluminum,Standard,,"1""",0.125,0,0,105,26,166,0.109,0,High Quality
Powermax 105 SYNC,Aluminum,Standard,,"1-1/8""",0.125,0,0,105,19,170,0.114,0,High Quality
Powermax 105 SYNC,Aluminum,Standard,,"1-1/4""",0.125,0,0,105,15,174,0.122,0,High Quality
Powermax 85 SYNC,Aluminum,Standard,,"1/8""",0.125,0.15,0.2,85,360,136,0.076,0,Production
Powermax 85 SYNC,Aluminum,Standard,,"1/4""",0.125,0.15,0.5,85,174,139,0.089,0,Production
Powermax 85 SYNC,Aluminum,Standard,,"3/8""",0.125,0.15,0.5,85,101,143,0.097,0,Production
Powermax 85 SYNC,Aluminum,Standard,,"1/2""",0.125,0.188,0.5,85,68,146,0.102,0,Production
Powermax 85 SYNC,Aluminum,Standard,,"5/8""",0.125,0.188,1,85,48,150,0.106,0,Production
Powermax 85 SYNC,Aluminum,Standard,,"3/4""",0.125,0,0,85,37,154,0.109,0,Production
Powermax 85 SYNC,Aluminum,Standard,,"7/8""",0.125,0,0,85,29,157,0.113,0,Production
Powermax 85 SYNC,Aluminum,Standard,,"1""",0.125,0,0,85,20,159,0.119,0,Production
Powermax 85 SYNC,Aluminum,Standard,,"1/8""",0.125,0.15,0.2,85,300,137,0.076,0,High Quality
Powermax 85 SYNC,Aluminum,Standard,,"1/4""",0.125,0.15,0.5,85,133,140,0.089,0,High Quality
Powermax 85 SYNC,Aluminum,Standard,,"3/8""",0.125,0.15,0.5,85,75,144,0.097,0,High Quality
Powermax 85 SYNC,Aluminum,Standard,,"1/2""",0.125,0.188,0.5,85,51,149,0.102,0,High Quality
Powermax 85 SYNC,Aluminum,Standard,,"5/8""",0.125,0.188,1,85,38,153,0.106,0,High Quality
Powermax 85 SYNC,Aluminum,Standard,,"3/4""",0.125,0,0,85,26,157,0.109,0,High Quality
Powermax 85 SYNC,Aluminum,Standard,,"7/8""",0.125,0,0,85,19,160,0.113,0,High Quality
Powermax 85 SYNC,Aluminum,Standard,,"1""",0.125,0,0,85,15,162,0.119,0,High Quality
Powermax 65 SYNC,Aluminum,Standard,,"1/16""",0.125,0.15,0.1,65,428,133,0.056,0,Production
Powermax 65 SYNC,Aluminum,Standard,,"1/8""",0.125,0.15,0.1,65,337,133,0.059,0,Production
Powermax 65 SYNC,Aluminum,Standard,,"1/4""",0.125,0.15,0.5,65,149,135,0.064,0,Production
Powermax 65 SYNC,Aluminum,Standard,,"3/8""",0.125,0.15,0.7,65,75,138,0.069,0,Production
Powermax 65 SYNC,Aluminum,Standard,,"1/2""",0.125,0.188,1.2,65,48,143,0.076,0,Production
Powermax 65 SYNC,Aluminum,Standard,,"5/8""",0.125,0,0,65,33,147,0.083,0,Production
Powermax 65 SYNC,Aluminum,Standard,,"3/4""",0.125,0,0,65,23,152,0.092,0,Production
Powermax 65 SYNC,Aluminum,Standard,,"1/16""",0.125,0.15,0.1,65,365,134,0.056,0,High Quality
Powermax 65 SYNC,Aluminum,Standard,,"1/8""",0.125,0.15,0.1,65,280,134,0.059,0,High Quality
Powermax 65 SYNC,Aluminum,Standard,,"1/4""",0.125,0.15,0.5,65,104,137,0.064,0,High Quality
Powermax 65 SYNC,Aluminum,Standard,,"3/8""",0.125,0.15,0.7,65,52,141,0.069,0,High Quality
Powermax 65 SYNC,Aluminum,Standard,,"1/2""",0.125,0.188,1.2,65,34,146,0.076,0,High Quality
Powermax 65 SYNC,Aluminum,Standard,,"5/8""",0.125,0,0,65,25,151,0.083,0,High Quality
Powermax 65 SYNC,Aluminum,Standard,,"3/4""",0.125,0,0,65,17,155,0.092,0,High Quality
Powermax 105 SYNC,Stainless Steel,Standard,,"1/4""",0.125,0.25,0.5,105,224,140,0.075,0,Production
Powermax 105 SYNC,Stainless Steel,Standard,,"3/8""",0.125,0.25,0.5,105,112,143,0.086,0,Production
Powermax 105 SYNC,Stainless Steel,Standard,,"1/2""",0.125,0.25,0.5,105,67,147,0.096,0,Production
Powermax 105 SYNC,Stainless Steel,Standard,,"5/8""",0.125,0.25,0.8,105,45,150,0.103,0,Production
Powermax 105 SYNC,Stainless Steel,Standard,,"3/4""",0.125,0.31,1.3,105,34,153,0.109,0,Production
Powermax 105 SYNC,Stainless Steel,Standard,,"7/8""",0.125,0,0,105,27,156,0.113,0,Production
Powermax 105 SYNC,Stainless Steel,Standard,,"1""",0.125,0,0,105,20,159,0.114,0,Production
Powermax 105 SYNC,Stainless Steel,Standard,,"1-1/8""",0.125,0,0,105,16,161,0.113,0,Production
Powermax 105 SYNC,Stainless Steel,Standard,,"1-1/4""",0.125,0,0,105,13,163,0.11,0,Production
Powermax 105 SYNC,Stainless Steel,Standard,,"1/4""",0.125,0.25,0.5,105,185,140,0.075,0,High Quality
Powermax 105 SYNC,Stainless Steel,Standard,,"3/8""",0.125,0.25,0.5,105,94,144,0.086,0,High Quality
Powermax 105 SYNC,Stainless Steel,Standard,,"1/2""",0.125,0.25,0.5,105,55,148,0.096,0,High Quality
Powermax 105 SYNC,Stainless Steel,Standard,,"5/8""",0.125,0.25,0.8,105,37,151,0.103,0,High Quality
Powermax 105 SYNC,Stainless Steel,Standard,,"3/4""",0.125,0.31,1.3,105,28,154,0.109,0,High Quality
Powermax 105 SYNC,Stainless Steel,Standard,,"7/8""",0.125,0,0,105,22,157,0.113,0,High Quality
Powermax 105 SYNC,Stainless Steel,Standard,,"1""",0.125,0,0,105,17,160,0.114,0,High Quality
Powermax 105 SYNC,Stainless Steel,Standard,,"1-1/8""",0.125,0,0,105,14,161,0.113,0,High Quality
Powermax 105 SYNC,Stainless Steel,Standard,,"1-1/4""",0.125,0,0,105,12,163,0.11,0,High Quality
Powermax 85 SYNC,Stainless Steel,Standard,0.1406,10GA,0.125,0.15,0.2,85,335,131,0.06,0,Production
Powermax 85 SYNC,Stainless Steel,Standard,,"3/16""",0.125,0.15,0.2,85,243,133,0.071,0,Production
Powermax 85 SYNC,Stainless Steel,Standard,,"1/4""",0.125,0.15,0.5,85,161,134,0.082,0,Production
Powermax 85 SYNC,Stainless Steel,Standard,,"3/8""",0.125,0.15,0.5,85,81,137,0.094,0,Production
Powermax 85 SYNC,Stainless Steel,Standard,,"1/2""",0.125,0.188,0.5,85,47,141,0.098,0,Production
Powermax 85 SYNC,Stainless Steel,Standard,,"5/8""",0.125,0.188,1,85,32,144,0.098,0,Production
Powermax 85 SYNC,Stainless Steel,Standard,,"3/4""",0.125,0,0,85,23,147,0.102,0,Production
Powermax 85 SYNC,Stainless Steel,Standard,,"7/8""",0.125,0,0,85,18,150,0.114,0,Production
Powermax 85 SYNC,Stainless Steel,Standard,,"1""",0.125,0,0,85,15,152,0.141,0,Production
Powermax 85 SYNC,Stainless Steel,Standard,0.1406,10GA,0.125,0.15,0.2,85,275,133,0.06,0,High Quality
Powermax 85 SYNC,Stainless Steel,Standard,,"3/16""",0.125,0.15,0.2,85,199,134,0.071,0,High Quality
Powermax 85 SYNC,Stainless Steel,Standard,,"1/4""",0.125,0.15,0.5,85,131,135,0.082,0,High Quality
Powermax 85 SYNC,Stainless Steel,Standard,,"3/8""",0.125,0.15,0.5,85,65,139,0.094,0,High Quality
Powermax 85 SYNC,Stainless Steel,Standard,,"1/2""",0.125,0.188,0.5,85,36,142,0.098,0,High Quality
Powermax 85 SYNC,Stainless Steel,Standard,,"5/8""",0.125,0.188,1,85,27,146,0.098,0,High Quality
Powermax 85 SYNC,Stainless Steel,Standard,,"3/4""",0.125,0,0,85,21,150,0.102,0,High Quality
Powermax 85 SYNC,Stainless Steel,Standard,,"7/8""",0.125,0,0,85,16,153,0.114,0,High Quality
Powermax 85 SYNC,Stainless Steel,Standard,,"1""",0.125,0,0,85,11,155,0.141,0,High Quality
Powermax 65 SYNC,Stainless Steel,Standard,0.1406,10GA,0.125,0.15,0.1,65,295,131,0.047,0,Production
Powermax 65 SYNC,Stainless Steel,Standard,,"3/16""",0.125,0.15,0.2,65,171,132,0.055,0,Production
Powermax 65 SYNC,Stainless Steel,Standard,,"1/4""",0.125,0.15,0.5,65,95,133,0.064,0,Production
Powermax 65 SYNC,Stainless Steel,Standard,,"3/8""",0.125,0.15,0.7,65,47,135,0.075,0,Production
Powermax 65 SYNC,Stainless Steel,Standard,,"1/2""",0.125,0.188,1.2,65,31,139,0.082,0,Production
Powermax 65 SYNC,Stainless Steel,Standard,,"5/8""",0.125,0,0,65,21,143,0.087,0,Production
Powermax 65 SYNC,Stainless Steel,Standard,,"3/4""",0.125,0,0,65,15,147,0.096,0,Production
Powermax 65 SYNC,Stainless Steel,Standard,0.1406,10GA,0.125,0.15,0.1,65,241,132,0.047,0,High Quality
Powermax 65 SYNC,Stainless Steel,Standard,,"3/16""",0.125,0.15,0.2,65,150,133,0.055,0,High Quality
Powermax 65 SYNC,Stainless Steel,Standard,,"1/4""",0.125,0.15,0.5,65,86,134,0.064,0,High Quality
Powermax 65 SYNC,Stainless Steel,Standard,,"3/8""",0.125,0.15,0.7,65,40,136,0.075,0,High Quality
Powermax 65 SYNC,Stainless Steel,Standard,,"1/2""",0.125,0.188,1.2,65,27,140,0.082,0,High Quality
Powermax 65 SYNC,Stainless Steel,Standard,,"5/8""",0.125,0,0,65,19,144,0.087,0,High Quality
Powermax 65 SYNC,Stainless Steel,Standard,,"3/4""",0.125,0,0,65,14,148,0.096,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,0.5 mm,0.125984252,0.149606299,0,45,492.1259843,136,0.043307087,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,1 mm,0.125984252,0.149606299,0.1,45,425.1968504,137,0.031496063,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,1.5 mm,0.125984252,0.149606299,0.1,45,397.6377953,137,0.023622047,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,2 mm,0.125984252,0.149606299,0.2,45,303.1496063,133,0.023622047,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,3 mm,0.125984252,0.149606299,0.4,45,200.7874016,136,0.031496063,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,4 mm,0.125984252,0.149606299,0.4,45,153.5433071,137,0.039370079,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,6 mm,0.125984252,0.149606299,0.6,45,84.64566929,139,0.047244095,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,8 mm,0.125984252,0.149606299,0.7,45,55.11811024,141,0.051181102,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,10 mm,0.125984252,0.149606299,0.8,45,35.82677165,142,0.05511811,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,12 mm,0.125984252,0.149606299,1,45,27.16535433,144,0.062992126,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,16 mm,0.125984252,0,0,45,15.7480315,151,0.062992126,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,20 mm,0.125984252,0,0,45,6.692913386,160,0.078740158,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,25 mm,0.125984252,0,0,45,4.330708661,166,0.086614173,1,Production
Powermax 45 SYNC,Mild Steel,Standard,,0.5 mm,0.125984252,0.149606299,0,45,350.3937008,137,0.043307087,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,1 mm,0.125984252,0.149606299,0.1,45,350.3937008,136,0.031496063,1,High Quality
