plasma_source,material,nozzle,thickness,gauge,cut_height,pierce_height,pierce_delay,current,feed,volts,kerf_width,metric,quality
Powermax 45 SYNC,Mild Steel,Standard,,1.5 mm,0.125984252,0.149606299,0.1,45,350.3937008,137,0.023622047,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,2 mm,0.125984252,0.149606299,0.2,45,263.7795276,133,0.023622047,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,3 mm,0.125984252,0.149606299,0.4,45,137.7952756,137,0.031496063,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,4 mm,0.125984252,0.149606299,0.4,45,90.5511811,138,0.039370079,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,6 mm,0.125984252,0.149606299,0.6,45,54.72440945,140,0.047244095,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,8 mm,0.125984252,0.149606299,0.7,45,39.37007874,141,0.051181102,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,10 mm,0.125984252,0.149606299,0.8,45,30.70866142,143,0.05511811,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,12 mm,0.125984252,0.149606299,1,45,21.25984252,149,0.062992126,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,16 mm,0.125984252,0,0,45,12.79527559,153,0.062992126,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,20 mm,0.125984252,0,0,45,6.692913386,160,0.078740158,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,25 mm,0.125984252,0,0,45,4.330708661,166,0.086614173,1,High Quality
Powermax 45 SYNC,Mild Steel,Standard,0.0179,26 GA,0.125,0.15,0,45,501,136,0.045,0,Production
Powermax 45 SYNC,Mild Steel,Standard,0.0239,22 GA,0.125,0.15,0,45,445,136,0.037,0,Production
Powermax 45 SYNC,Mild Steel,Standard,0.0478,18 GA,0.125,0.15,0.1,45,408,137,0.026,0,Production
Powermax 45 SYNC,Mild Steel,Standard,0.0598,16 GA,0.125,0.15,0.1,45,398,137,0.023,0,Production
Powermax 45 SYNC,Mild Steel,Standard,0.0747,14 GA,0.125,0.15,0.2,45,318,132,0.022,0,Production
Powermax 45 SYNC,Mild Steel,Standard,0.1046,12 GA,0.125,0.15,0.4,45,219,136,0.024,0,Production
Powermax 45 SYNC,Mild Steel,Standard,0.1345,10 GA,0.125,0.15,0.4,45,181,137,0.043,0,Production
Powermax 45 SYNC,Mild Steel,Standard,,3/16”,0.125,0.15,0.5,45,122,138,0.039,0,Production
Powermax 45 SYNC,Mild Steel,Standard,,1/4”,0.125,0.15,0.6,45,74,139,0.052,0,Production
Powermax 45 SYNC,Mild Steel,Standard,,3/8”,0.125,0.15,0.8,45,38,142,0.052,0,Production
Powermax 45 SYNC,Mild Steel,Standard,,1/2”,0.125,0.15,1,45,24,145,0.067,0,Production
Powermax 45 SYNC,Mild Steel,Standard,,5/8”,0.125,0,0,45,16,151,0.064,0,Production
Powermax 45 SYNC,Mild Steel,Standard,,3/4”,0.125,0,0,45,7,159,0.082,0,Production
Powermax 45 SYNC,Mild Steel,Standard,,7/8”,0.125,0,0,45,6,163,0.076,0,Production
Powermax 45 SYNC,Mild Steel,Standard,,1”,0.125,0,0,45,4,167,0.087,0,Production
Powermax 45 SYNC,Mild Steel,Standard,0.0179,26 GA,0.125,0.15,0,45,350,137,0.045,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,0.0239,22 GA,0.125,0.15,0,45,350,137,0.037,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,0.0478,18 GA,0.125,0.15,0.1,45,350,136,0.026,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,0.0598,16 GA,0.125,0.15,0.1,45,350,137,0.023,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,0.0747,14 GA,0.125,0.15,0.2,45,278,132,0.022,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,0.1046,12 GA,0.125,0.15,0.4,45,173,136,0.024,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,0.1345,10 GA,0.125,0.15,0.4,45,95,138,0.043,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,3/16”,0.125,0.15,0.5,45,85,139,0.039,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,1/4”,0.125,0.15,0.6,45,46,140,0.052,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,3/8”,0.125,0.15,0.8,45,33,142,0.052,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,1/2”,0.125,0.15,1,45,18,151,0.067,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,5/8”,0.125,0,0,45,13,153,0.064,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,3/4”,0.125,0,0,45,7,159,0.082,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,7/8”,0.125,0,0,45,6,163,0.076,0,High Quality
Powermax 45 SYNC,Mild Steel,Standard,,1”,0.125,0,0,45,4,167,0.087,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,0.5 mm,0.125984252,0.149606299,0,45,492.1259843,127,0.039370079,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,1 mm,0.125984252,0.149606299,0.1,45,425.1968504,135,0.027559055,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,1.5 mm,0.125984252,0.149606299,0.1,45,401.5748031,135,0.015748032,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,2 mm,0.125984252,0.149606299,0.2,45,338.5826772,135,0.019685039,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,3 mm,0.125984252,0.149606299,0.4,45,177.1653543,141,0.035433071,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,4 mm,0.125984252,0.149606299,0.4,45,110.2362205,142,0.047244095,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,6 mm,0.125984252,0.149606299,0.6,45,61.02362205,143,0.059055118,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,8 mm,0.125984252,0.149606299,0.7,45,43.30708661,144,0.062992126,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,10 mm,0.125984252,0.149606299,0.8,45,27.55905512,145,0.062992126,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,12 mm,0.125984252,0.181102362,1,45,21.25984252,147,0.066929134,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,16 mm,0.125984252,0,0,45,12.99212598,151,0.066929134,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,20 mm,0.125984252,0,0,45,8.267716535,154,0.078740158,1,Production
Powermax 45 SYNC,Stainless Steel,Standard,,0.5 mm,0.125984252,0.149606299,0,45,350.3937008,128,0.039370079,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,1 mm,0.125984252,0.149606299,0.1,45,350.3937008,136,0.027559055,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,1.5 mm,0.125984252,0.149606299,0.1,45,350.3937008,134,0.015748032,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,2 mm,0.125984252,0.149606299,0.2,45,232.2834646,136,0.019685039,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,3 mm,0.125984252,0.149606299,0.4,45,122.0472441,139,0.035433071,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,4 mm,0.125984252,0.149606299,0.4,45,80.70866142,139,0.047244095,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,6 mm,0.125984252,0.149606299,0.6,45,35.43307087,143,0.059055118,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,8 mm,0.125984252,0.149606299,0.7,45,27.95275591,144,0.062992126,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,10 mm,0.125984252,0.149606299,0.8,45,24.01574803,146,0.062992126,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,12 mm,0.125984252,0.181102362,1,45,14.96062992,149,0.066929134,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,16 mm,0.125984252,0,0,45,9.842519685,152,0.066929134,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,20 mm,0.125984252,0,0,45,6.299212598,157,0.078740158,1,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,0.0187,26 GA,0.125,0.15,0,45,501,126,0.041,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,0.0312,22 GA,0.125,0.15,0,45,445,135,0.032,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,0.05,18 GA,0.125,0.15,0.1,45,408,135,0.024,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,0.0625,16 GA,0.125,0.15,0.1,45,401,135,0.017,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,0.0781,14 GA,0.125,0.15,0.2,45,357,134,0.019,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,0.1093,12 GA,0.125,0.15,0.4,45,214,140,0.025,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,0.1406,10 GA,0.125,0.15,0.4,45,134,142,0.044,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,,3/16”,0.125,0.15,0.5,45,70,143,0.05,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,,1/4”,0.125,0.15,0.6,45,59,143,0.062,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,,3/8”,0.125,0.15,0.8,45,29,144,0.062,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,,1/2”,0.125,0.18,1,45,19,148,0.068,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,,5/8”,0.125,0,0,45,13,151,0.066,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,,3/4”,0.125,0,0,45,9,153,0.082,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,,7/8”,0.125,0,0,45,6,157,0.073,0,Production
Powermax 45 SYNC,Stainless Steel,Standard,0.0187,26 GA,0.125,0.15,0,45,350,127,0.041,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,0.0312,22 GA,0.125,0.15,0,45,350,136,0.032,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,0.05,18 GA,0.125,0.15,0.1,45,350,136,0.024,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,0.0625,16 GA,0.125,0.15,0.1,45,350,134,0.017,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,0.0781,14 GA,0.125,0.15,0.2,45,248,135,0.019,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,0.1093,12 GA,0.125,0.15,0.4,45,145,141,0.025,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,0.1406,10 GA,0.125,0.15,0.4,45,94,137,0.044,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,3/16”,0.125,0.15,0.5,45,55,142,0.05,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,1/4”,0.125,0.15,0.6,45,30,143,0.062,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,3/8”,0.125,0.15,0.8,45,26,145,0.062,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,1/2”,0.125,0.18,1,45,12,150,0.068,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,5/8”,0.125,0,0,45,10,152,0.066,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,3/4”,0.125,0,0,45,7,156,0.082,0,High Quality
Powermax 45 SYNC,Stainless Steel,Standard,,7/8”,0.125,0,0,45,5,158,0.073,0,High Quality
Powermax 45 SYNC,Aluminum,Standard,,1 mm,0.125984252,0.149606299,0,45,437.007874,138,0.059055118,1,Production
Powermax 45 SYNC,Aluminum,Standard,,2 mm,0.125984252,0.149606299,0.1,45,358.2677165,137,0.047244095,1,Production
Powermax 45 SYNC,Aluminum,Standard,,3 mm,0.125984252,0.149606299,0.1,45,275.5905512,140,0.043307087,1,Production
Powermax 45 SYNC,Aluminum,Standard,,4 mm,0.125984252,0.149606299,0.1,45,220.4724409,141,0.043307087,1,Production
Powermax 45 SYNC,Aluminum,Standard,,6 mm,0.125984252,0.149606299,0.2,45,122.0472441,144,0.039370079,1,Production
Powermax 45 SYNC,Aluminum,Standard,,8 mm,0.125984252,0.149606299,0.5,45,71.65354331,146,0.047244095,1,Production
Powermax 45 SYNC,Aluminum,Standard,,10 mm,0.125984252,0.149606299,0.8,45,39.76377953,148,0.051181102,1,Production
Powermax 45 SYNC,Aluminum,Standard,,12 mm,0.125984252,0,0,45,29.52755906,152,0.047244095,1,Production
Powermax 45 SYNC,Aluminum,Standard,,16 mm,0.125984252,0,0,45,14.76377953,159,0.043307087,1,Production
Powermax 45 SYNC,Aluminum,Standard,,1 mm,0.125984252,0.149606299,0,45,326.7716535,140,0.059055118,1,High Quality
Powermax 45 SYNC,Aluminum,Standard,,2 mm,0.125984252,0.149606299,0.1,45,251.9685039,139,0.047244095,1,High Quality
Powermax 45 SYNC,Aluminum,Standard,,3 mm,0.125984252,0.149606299,0.1,45,173.2283465,142,0.043307087,1,High Quality
Powermax 45 SYNC,Aluminum,Standard,,4 mm,0.125984252,0.149606299,0.1,45,143.7007874,143,0.043307087,1,High Quality
Powermax 45 SYNC,Aluminum,Standard,,6 mm,0.125984252,0.149606299,0.2,45,80.70866142,146,0.039370079,1,High Quality
Powermax 45 SYNC,Aluminum,Standard,,8 mm,0.125984252,0.149606299,0.5,45,52.36220472,147,0.047244095,1,High Quality
Powermax 45 SYNC,Aluminum,Standard,,10 mm,0.125984252,0.149606299,0.8,45,33.85826772,148,0.051181102,1,High Quality
Powermax 45 SYNC,Aluminum,Standard,,12 mm,0.125984252,0,0,45,24.40944882,153,0.047244095,1,High Quality
Powermax 45 SYNC,Aluminum,Standard,,16 mm,0.125984252,0,0,45,13.77952756,159,0.043307087,1,High Quality
Powermax 45 SYNC,Aluminum,Standard,,1/32”,0.125,0.15,0,45,449,139,0.061,0,Production
Powermax 45 SYNC,Aluminum,Standard,,1/16”,0.125,0.15,0,45,406,135,0.046,0,Production
Powermax 45 SYNC,Aluminum,Standard,,3/32”,0.125,0.15,0.1,45,312,138,0.048,0,Production
Powermax 45 SYNC,Aluminum,Standard,,1/8”,0.125,0.15,0.1,45,263,140,0.043,0,Production
Powermax 45 SYNC,Aluminum,Standard,,1/4”,0.125,0.15,0.2,45,104,145,0.041,0,Production
Powermax 45 SYNC,Aluminum,Standard,,3/8”,0.125,0.15,0.7,45,42,147,0.053,0,Production
Powermax 45 SYNC,Aluminum,Standard,,1/2”,0.125,0,0,45,26,153,0.045,0,Production
Powermax 45 SYNC,Aluminum,Standard,,5/8”,0.125,0,0,45,15,159,0.044,0,Production
Powermax 45 SYNC,Aluminum,Standard,,3/4”,0.125,0,0,45,9,162,0.033,0,Production
Powermax 45 SYNC,Aluminum,Standard,,1/32”,0.125,0.15,0,45,325,142,0.061,0,High Quality
Powermax 45 SYNC,Aluminum,Standard,,1/16”,0.125,0.15,0,45,325,136,0.046,0,High Quality
Powermax 45 SYNC,Aluminum,Standard,,3/32”,0.125,0.15,0.1,45,183,141,0.048,0,High Quality
Powermax 45 SYNC,Aluminum,Standard,,1/8”,0.125,0.15,0.1,45,170,142,0.043,0,High Quality
Powermax 45 SYNC,Aluminum,Standard,,1/4”,0.125,0.15,0.2,45,70,146,0.041,0,High Quality
Powermax 45 SYNC,Aluminum,Standard,,3/8”,0.125,0.15,0.7,45,36,147,0.053,0,High Quality
Powermax 45 SYNC,Aluminum,Standard,,1/2”,0.125,0,0,45,21,155,0.045,0,High Quality
Powermax 45 SYNC,Aluminum,Standard,,5/8”,0.125,0,0,45,14,159,0.044,0,High Quality
Powermax 45 SYNC,Aluminum,Standard,,3/4”,0.125,0,0,45,8,163,0.033,0,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,,0.5 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.035433071,1,Production
Powermax 45 SYNC,Mild Steel,FineCut,,0.6 mm,0.137795276,0.137795276,0,40,350.3937008,9,0.031496063,1,Production
Powermax 45 SYNC,Mild Steel,FineCut,,0.8 mm,0.137795276,0.137795276,0,40,350.3937008,91,0.027559055,1,Production
Powermax 45 SYNC,Mild Steel,FineCut,,1 mm,0.137795276,0.137795276,0,40,350.3937008,91,0.023622047,1,Production
Powermax 45 SYNC,Mild Steel,FineCut,,1.5 mm,0.137795276,0.137795276,0.2,45,255.9055118,87,0.027559055,1,Production
Powermax 45 SYNC,Mild Steel,FineCut,,2 mm,0.137795276,0.137795276,0.3,45,204.7244094,89,0.023622047,1,Production
Powermax 45 SYNC,Mild Steel,FineCut,,3 mm,0.137795276,0.137795276,0.4,45,108.2677165,87,0.031496063,1,Production
Powermax 45 SYNC,Mild Steel,FineCut,,4 mm,0.137795276,0.137795276,0.6,45,88.58267717,91,0.023622047,1,Production
Powermax 45 SYNC,Mild Steel,FineCut,0.0179,26 GA,0.14,0.14,0,40,350,90,0.035,0,Production
Powermax 45 SYNC,Mild Steel,FineCut,0.0239,24 GA,0.14,0.14,0,40,350,91,0.033,0,Production
Powermax 45 SYNC,Mild Steel,FineCut,0.0239,22 GA,0.14,0.14,0,40,350,90,0.03,0,Production
Powermax 45 SYNC,Mild Steel,FineCut,0.0359,20 GA,0.14,0.14,0,40,350,92,0.025,0,Production
Powermax 45 SYNC,Mild Steel,FineCut,0.0478,18 GA,0.14,0.14,0.1,45,350,89,0.021,0,Production
Powermax 45 SYNC,Mild Steel,FineCut,0.0598,16 GA,0.14,0.14,0.2,45,250,87,0.027,0,Production
Powermax 45 SYNC,Mild Steel,FineCut,0.0747,14 GA,0.14,0.14,0.3,45,220,90,0.02,0,Production
Powermax 45 SYNC,Mild Steel,FineCut,0.1046,12 GA,0.14,0.14,0.4,45,115,86,0.034,0,Production
Powermax 45 SYNC,Mild Steel,FineCut,0.1345,10 GA,0.14,0.14,0.5,45,100,89,0.029,0,Production
Powermax 45 SYNC,Mild Steel,FineCut,,0.5 mm,0.137795276,0.137795276,0,30,149.6062992,96,0.039370079,1,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,,0.6 mm,0.137795276,0.137795276,0,30,149.6062992,95,0.039370079,1,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,,0.8 mm,0.137795276,0.137795276,0,35,149.6062992,93,0.039370079,1,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,,1 mm,0.137795276,0.137795276,0,40,149.6062992,93,0.039370079,1,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,,1.5 mm,0.137795276,0.137795276,0.2,40,149.6062992,89,0.035433071,1,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,,2 mm,0.137795276,0.137795276,0.3,40,93.30708661,91,0.043307087,1,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,,3 mm,0.137795276,0.137795276,0.4,45,108.2677165,87,0.031496063,1,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,,4 mm,0.137795276,0.137795276,0.6,45,88.58267717,91,0.023622047,1,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,0.0179,26 GA,0.14,0.14,0,30,150,96,0.04,0,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,0.0239,24 GA,0.14,0.14,0,30,150,95,0.039,0,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,0.0239,22 GA,0.14,0.14,0,35,150,93,0.039,0,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,0.0359,20 GA,0.14,0.14,0,35,150,94,0.038,0,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,0.0478,18 GA,0.14,0.14,0.1,35,150,92,0.036,0,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,0.0598,16 GA,0.14,0.14,0.2,40,150,89,0.036,0,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,0.0747,14 GA,0.14,0.14,0.3,40,90,92,0.043,0,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,0.1046,12 GA,0.14,0.14,0.4,45,115,86,0.034,0,High Quality
Powermax 45 SYNC,Mild Steel,FineCut,0.1345,10 GA,0.14,0.14,0.5,45,100,89,0.029,0,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,,0.5 mm,0.019685039,0.137795276,0,40,350.3937008,69,0.023622047,1,Production
Powermax 45 SYNC,Stainless Steel,FineCut,,0.6 mm,0.019685039,0.137795276,0,40,350.3937008,63,0.023622047,1,Production
Powermax 45 SYNC,Stainless Steel,FineCut,,0.8 mm,0.019685039,0.137795276,0,40,350.3937008,64,0.019685039,1,Production
Powermax 45 SYNC,Stainless Steel,FineCut,,1 mm,0.019685039,0.137795276,0.1,40,350.3937008,64,0.011811024,1,Production
Powermax 45 SYNC,Stainless Steel,FineCut,,1.5 mm,0.019685039,0.137795276,0.3,45,248.0314961,62,0.015748032,1,Production
Powermax 45 SYNC,Stainless Steel,FineCut,,2 mm,0.019685039,0.137795276,0.4,45,188.976378,61,0.015748032,1,Production
Powermax 45 SYNC,Stainless Steel,FineCut,,3 mm,0.019685039,0.137795276,0.5,45,100.3937008,66,0.027559055,1,Production
Powermax 45 SYNC,Stainless Steel,FineCut,,4 mm,0.019685039,0.137795276,0.7,45,41.33858268,73,0.047244095,1,Production
Powermax 45 SYNC,Stainless Steel,FineCut,0.0187,26 GA,0.02,0.14,0,40,350,71,0.026,0,Production
Powermax 45 SYNC,Stainless Steel,FineCut,0.025,24 GA,0.02,0.14,0,40,350,63,0.023,0,Production
Powermax 45 SYNC,Stainless Steel,FineCut,0.0312,22 GA,0.02,0.14,0,40,350,63,0.02,0,Production
Powermax 45 SYNC,Stainless Steel,FineCut,0.0375,20 GA,0.02,0.14,0.1,40,350,65,0.014,0,Production
Powermax 45 SYNC,Stainless Steel,FineCut,0.05,18 GA,0.02,0.14,0.2,45,350,61,0.013,0,Production
Powermax 45 SYNC,Stainless Steel,FineCut,0.0625,16 GA,0.02,0.14,0.3,45,240,62,0.015,0,Production
Powermax 45 SYNC,Stainless Steel,FineCut,0.0781,14 GA,0.02,0.14,0.4,45,200,61,0.015,0,Production
Powermax 45 SYNC,Stainless Steel,FineCut,0.1093,12 GA,0.02,0.14,0.5,45,120,64,0.018,0,Production
Powermax 45 SYNC,Stainless Steel,FineCut,0.1406,10 GA,0.02,0.14,0.6,45,75,69,0.035,0,Production
Powermax 45 SYNC,Stainless Steel,FineCut,,0.5 mm,0.019685039,0.137795276,0,30,149.6062992,74,0.031496063,1,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,,0.6 mm,0.019685039,0.137795276,0,30,149.6062992,71,0.027559055,1,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,,0.8 mm,0.019685039,0.137795276,0,30,149.6062992,68,0.023622047,1,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,,1 mm,0.019685039,0.137795276,0.1,40,149.6062992,68,0.023622047,1,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,,1.5 mm,0.019685039,0.137795276,0.3,40,141.7322835,65,0.019685039,1,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,,2 mm,0.019685039,0.137795276,0.4,40,112.2047244,64,0.019685039,1,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,,3 mm,0.019685039,0.137795276,0.5,45,100.3937008,66,0.027559055,1,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,,4 mm,0.019685039,0.137795276,0.7,45,41.33858268,73,0.047244095,1,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,0.0187,26 GA,0.02,0.14,0,30,150,75,0.032,0,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,0.025,24 GA,0.02,0.14,0,30,150,71,0.029,0,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,0.0312,22 GA,0.02,0.14,0,30,150,67,0.025,0,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,0.0375,20 GA,0.02,0.14,0.1,30,150,69,0.022,0,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,0.05,18 GA,0.02,0.14,0.2,40,145,65,0.023,0,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,0.0625,16 GA,0.02,0.14,0.3,40,140,65,0.02,0,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,0.0781,14 GA,0.02,0.14,0.4,40,110,64,0.021,0,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,0.1093,12 GA,0.02,0.14,0.5,45,120,64,0.018,0,High Quality
Powermax 45 SYNC,Stainless Steel,FineCut,0.1406,10 GA,0.02,0.14,0.6,45,75,69,0.035,0,High Quality
